timestamp,server_id,cpu_usage,memory_usage,disk_usage,network_traffic,response_time,active_users,error_count
2025-02-23 04:10:00,srv3,10.0,20.0,40.4,673,50,7,0
2025-02-23 04:15:00,srv3,10.0,20.0,40.4,100,50,1,0
2025-02-23 04:20:00,srv2,10.2,20.0,55.5,653,50,8,0
2025-02-23 04:25:00,srv2,10.0,20.0,55.5,430,50,1,0
2025-02-23 04:30:00,srv2,17.3,20.0,55.5,100,50,1,0
2025-02-23 04:35:00,srv2,15.4,20.0,55.5,100,50,4,0
2025-02-23 04:40:00,srv2,10.0,20.0,55.5,148,50,2,0
2025-02-23 04:45:00,srv1,10.0,20.0,60.3,159,50,11,0
2025-02-23 04:50:00,srv2,10.0,20.0,55.6,582,50,1,0
2025-02-23 04:55:00,srv3,10.0,20.0,40.4,133,50,11,0
2025-02-23 05:00:00,srv2,10.0,20.0,55.6,425,50,2,0
2025-02-23 05:05:00,srv2,10.0,20.0,55.6,650,50,1,0
2025-02-23 05:10:00,srv3,10.0,20.0,40.4,181,50,5,0
2025-02-23 05:15:00,srv3,10.0,20.0,40.4,333,50,3,0
2025-02-23 05:20:00,srv3,10.0,20.0,40.5,782,50,1,0
2025-02-23 05:25:00,srv3,10.0,20.0,40.5,222,50,1,0
2025-02-23 05:30:00,srv2,10.0,23.6,55.7,100,50,6,0
2025-02-23 05:35:00,srv1,10.0,20.0,60.3,736,50,2,0
2025-02-23 05:40:00,srv2,10.0,20.0,55.7,767,50,1,0
2025-02-23 05:45:00,srv1,10.0,20.0,60.3,115,50,5,0
2025-02-23 05:50:00,srv3,13.9,20.0,40.5,213,50,1,0
2025-02-23 05:55:00,srv1,10.0,20.0,60.4,100,50,6,0
2025-02-23 06:00:00,srv2,10.0,22.6,55.7,582,50,9,0
2025-02-23 06:05:00,srv2,10.7,20.0,55.8,805,50,12,0
2025-02-23 06:10:00,srv2,14.2,25.5,55.8,1284,50,13,0
2025-02-23 06:15:00,srv3,16.7,20.0,40.6,622,50,6,0
2025-02-23 06:20:00,srv2,10.0,20.0,55.8,803,50,10,0
2025-02-23 06:25:00,srv1,10.0,20.0,60.4,809,50,3,0
2025-02-23 06:30:00,srv1,10.0,24.3,60.4,882,50,11,0
2025-02-23 06:35:00,srv1,13.0,20.0,60.5,911,50,13,0
2025-02-23 06:40:00,srv1,10.0,20.0,60.5,100,50,15,0
2025-02-23 06:45:00,srv1,10.0,20.0,60.5,175,50,12,0
2025-02-23 06:50:00,srv1,11.3,20.0,60.5,564,50,6,0
2025-02-23 06:55:00,srv1,10.0,29.6,60.5,869,50,4,0
2025-02-23 07:00:00,srv1,13.9,22.8,60.5,717,50,12,0
2025-02-23 07:05:00,srv1,10.0,26.1,60.5,516,50,6,0
2025-02-23 07:10:00,srv1,10.0,26.0,60.5,487,50,1,0
2025-02-23 07:15:00,srv2,10.0,20.0,55.8,1167,50,3,0
2025-02-23 07:20:00,srv3,10.0,20.0,40.6,307,50,13,0
2025-02-23 07:25:00,srv2,10.0,20.0,55.9,233,50,8,0
2025-02-23 07:30:00,srv2,14.2,20.0,55.9,143,50,19,0
2025-02-23 07:35:00,srv1,15.8,20.0,60.6,530,50,2,0
2025-02-23 07:40:00,srv2,10.0,20.0,55.9,753,50,3,0
2025-02-23 07:45:00,srv2,17.0,20.0,55.9,1339,50,9,0
2025-02-23 07:50:00,srv1,16.7,20.0,60.6,615,50,7,0
2025-02-23 07:55:00,srv3,10.0,31.6,40.6,679,50,11,0
2025-02-23 08:00:00,srv1,14.2,20.0,60.7,891,50,13,0
2025-02-23 08:05:00,srv1,10.0,20.0,60.7,100,50,6,0
2025-02-23 08:10:00,srv3,10.0,21.2,40.7,405,50,7,0
2025-02-23 08:15:00,srv1,10.2,20.0,60.7,447,50,6,0
2025-02-23 08:20:00,srv3,13.9,20.0,40.7,559,50,9,0
2025-02-23 08:25:00,srv2,10.7,20.3,56.0,688,50,10,0
2025-02-23 08:30:00,srv2,10.0,28.5,56.0,836,50,7,0
2025-02-23 08:35:00,srv1,11.6,20.0,60.8,100,50,10,0
2025-02-23 08:40:00,srv1,10.0,20.0,60.8,169,50,11,0
2025-02-23 08:45:00,srv1,10.2,20.0,60.8,566,50,4,0
2025-02-23 08:50:00,srv2,14.3,20.0,56.0,977,50,13,0
2025-02-23 08:55:00,srv1,15.3,20.0,60.8,1026,50,4,0
2025-02-23 09:00:00,srv2,14.0,31.7,56.0,1358,50,12,0
2025-02-23 09:05:00,srv1,20.2,34.9,60.9,642,50,17,0
2025-02-23 09:10:00,srv2,18.8,27.5,56.1,601,50,9,0
2025-02-23 09:15:00,srv3,10.0,20.0,40.7,350,50,12,0
2025-02-23 09:20:00,srv2,12.4,40.3,56.1,1516,50,10,0
2025-02-23 09:25:00,srv3,21.9,20.0,40.7,808,50,17,0
2025-02-23 09:30:00,srv3,13.8,24.2,40.7,904,50,16,0
2025-02-23 09:35:00,srv1,10.0,35.4,60.9,478,50,8,0
2025-02-23 09:40:00,srv3,13.6,20.0,40.7,501,50,9,0
2025-02-23 09:45:00,srv3,16.8,25.3,40.8,407,50,10,0
2025-02-23 09:50:00,srv1,14.7,23.4,60.9,307,50,5,0
2025-02-23 09:55:00,srv2,17.0,41.9,56.1,1215,50,10,0
2025-02-23 10:00:00,srv1,14.8,20.0,60.9,969,50,18,0
2025-02-23 10:05:00,srv1,18.6,26.8,61.0,517,50,12,0
2025-02-23 10:10:00,srv1,16.8,31.9,61.0,882,50,15,0
2025-02-23 10:15:00,srv1,10.4,29.8,61.0,853,50,8,0
2025-02-23 10:20:00,srv3,10.6,29.2,40.8,815,50,3,0
2025-02-23 10:25:00,srv1,10.0,29.6,61.0,172,50,13,0
2025-02-23 10:30:00,srv2,16.2,20.0,56.1,825,50,12,0
2025-02-23 10:35:00,srv2,19.5,20.0,56.2,839,50,16,0
2025-02-23 10:40:00,srv3,10.5,20.0,40.8,1196,50,5,0
2025-02-23 10:45:00,srv2,21.7,33.2,56.2,661,50,10,0
2025-02-23 10:50:00,srv1,10.0,31.2,61.1,896,50,13,0
2025-02-23 10:55:00,srv1,10.0,34.2,61.1,1006,50,14,0
2025-02-23 11:00:00,srv2,18.3,35.0,56.3,866,50,3,0
2025-02-23 11:05:00,srv2,15.7,31.3,56.3,1197,50,8,0
2025-02-23 11:10:00,srv2,21.8,20.0,56.3,1508,50,15,0
2025-02-23 11:15:00,srv3,13.9,25.0,40.9,272,50,15,0
2025-02-23 11:20:00,srv1,10.0,22.1,61.1,589,50,10,0
2025-02-23 11:25:00,srv3,10.0,27.7,40.9,543,50,7,0
2025-02-23 11:30:00,srv3,11.9,40.1,40.9,794,50,7,0
2025-02-23 11:35:00,srv2,17.5,32.5,56.4,939,50,8,0
2025-02-23 11:40:00,srv3,10.0,23.5,40.9,314,50,9,0
2025-02-23 11:45:00,srv3,14.4,20.2,40.9,424,50,22,0
2025-02-23 11:50:00,srv1,10.0,27.4,61.1,433,50,14,0
2025-02-23 11:55:00,srv3,10.0,20.0,40.9,529,50,17,0
2025-02-23 12:00:00,srv2,10.8,27.4,56.4,1249,50,8,0
2025-02-23 12:05:00,srv2,20.8,20.0,56.4,850,50,6,0
2025-02-23 12:10:00,srv2,10.0,28.1,56.5,953,50,9,0
2025-02-23 12:15:00,srv3,10.0,23.5,41.0,511,50,10,0
2025-02-23 12:20:00,srv3,10.0,20.0,41.0,288,50,18,0
2025-02-23 12:25:00,srv2,14.2,34.2,56.5,726,50,19,0
2025-02-23 12:30:00,srv1,15.4,24.6,61.2,1201,50,9,0
2025-02-23 12:35:00,srv3,20.2,20.0,41.0,229,50,24,0
2025-02-23 12:40:00,srv2,22.3,24.4,56.5,1326,50,8,0
2025-02-23 12:45:00,srv1,22.9,20.0,61.2,428,50,6,0
2025-02-23 12:50:00,srv2,24.8,28.4,56.6,1219,50,12,0
2025-02-23 12:55:00,srv1,16.5,34.0,61.2,590,50,1,0
2025-02-23 13:00:00,srv3,18.0,20.0,41.1,396,50,8,0
2025-02-23 13:05:00,srv3,10.0,20.0,41.1,830,50,6,0
2025-02-23 13:10:00,srv2,23.2,25.8,56.6,966,50,1,0
2025-02-23 13:15:00,srv2,26.7,25.3,56.6,1329,50,19,0
2025-02-23 13:20:00,srv3,13.8,20.3,41.1,124,50,3,0
2025-02-23 13:25:00,srv2,20.8,26.5,56.7,1096,50,19,0
2025-02-23 13:30:00,srv3,10.0,20.0,41.1,244,50,5,0
2025-02-23 13:35:00,srv2,12.4,20.0,56.7,972,50,12,0
2025-02-23 13:40:00,srv2,18.2,32.4,56.8,1330,50,12,0
2025-02-23 13:45:00,srv3,10.0,33.2,41.1,826,50,7,0
2025-02-23 13:50:00,srv1,12.5,26.4,61.3,258,50,4,0
2025-02-23 13:55:00,srv2,24.6,24.3,56.8,1266,50,9,0
2025-02-23 14:00:00,srv3,10.0,31.2,41.1,708,50,11,0
2025-02-23 14:05:00,srv1,11.5,31.8,61.3,674,50,7,0
2025-02-23 14:10:00,srv3,10.0,20.0,41.1,687,50,10,0
2025-02-23 14:15:00,srv3,10.0,20.0,41.2,1467,50,12,0
2025-02-23 14:20:00,srv3,10.0,23.4,41.2,946,50,7,0
2025-02-23 14:25:00,srv1,14.5,32.9,61.3,434,50,6,0
2025-02-23 14:30:00,srv3,10.0,20.4,41.3,684,50,7,0
2025-02-23 14:35:00,srv1,14.5,20.0,61.3,647,50,11,0
2025-02-23 14:40:00,srv2,17.5,27.0,56.8,1355,50,20,0
2025-02-23 14:45:00,srv3,10.7,22.4,41.3,845,50,8,0
2025-02-23 14:50:00,srv2,17.5,21.2,56.8,688,50,1,0
2025-02-23 14:55:00,srv1,14.2,34.4,61.3,873,50,21,0
2025-02-23 15:00:00,srv1,10.0,30.3,61.4,1074,50,12,6
2025-02-23 15:05:00,srv2,17.4,20.0,56.9,852,50,14,0
2025-02-23 15:10:00,srv3,11.8,30.6,41.3,562,50,4,1
2025-02-23 15:15:00,srv3,10.0,20.0,41.3,652,50,14,0
2025-02-23 15:20:00,srv2,15.5,30.7,56.9,788,50,13,0
2025-02-23 15:25:00,srv2,24.7,28.6,56.9,1167,50,16,0
2025-02-23 15:30:00,srv3,11.2,20.0,41.4,775,50,6,0
2025-02-23 15:35:00,srv3,10.0,20.0,41.4,554,50,4,0
2025-02-23 15:40:00,srv2,19.6,24.3,56.9,1125,50,16,0
2025-02-23 15:45:00,srv3,10.0,22.1,41.4,553,50,10,0
2025-02-23 15:50:00,srv2,13.6,25.6,56.9,1047,50,14,0
2025-02-23 15:55:00,srv1,11.7,20.0,61.4,497,50,13,0
2025-02-23 16:00:00,srv1,12.0,27.2,61.4,834,50,1,0
2025-02-23 16:05:00,srv3,10.0,23.5,41.4,772,50,7,0
2025-02-23 16:10:00,srv2,10.0,29.0,57.0,1216,50,10,0
2025-02-23 16:15:00,srv2,21.9,34.8,57.0,1271,50,13,0
2025-02-23 16:20:00,srv1,12.1,22.4,61.4,869,50,11,0
2025-02-23 16:25:00,srv3,10.0,20.0,41.4,474,50,8,0
2025-02-23 16:30:00,srv2,32.1,20.0,57.1,1811,50,3,0
2025-02-23 16:35:00,srv2,11.3,29.4,57.1,1221,50,22,0
2025-02-23 16:40:00,srv3,10.8,20.0,41.4,291,50,16,0
2025-02-23 16:45:00,srv1,15.6,22.3,61.5,1233,50,13,1
2025-02-23 16:50:00,srv1,10.9,20.0,61.5,693,50,11,0
2025-02-23 16:55:00,srv1,13.0,41.3,61.5,1128,50,13,0
2025-02-23 17:00:00,srv3,14.6,20.0,41.5,628,50,18,0
2025-02-23 17:05:00,srv3,10.0,20.0,41.5,670,50,8,0
2025-02-23 17:10:00,srv1,11.5,20.0,61.5,593,50,9,0
2025-02-23 17:15:00,srv3,10.0,20.0,41.5,797,50,11,0
2025-02-23 17:20:00,srv1,13.8,22.6,61.5,1268,50,12,0
2025-02-23 17:25:00,srv2,11.0,34.9,57.1,1173,50,13,0
2025-02-23 17:30:00,srv1,10.3,28.1,61.6,902,50,8,0
2025-02-23 17:35:00,srv1,14.7,28.1,61.6,831,50,7,0
2025-02-23 17:40:00,srv2,13.8,20.0,57.1,1041,50,11,0
2025-02-23 17:45:00,srv3,23.3,54.0,41.6,2642,80,8,2
2025-02-23 17:50:00,srv3,10.0,20.0,41.6,358,50,8,0
2025-02-23 17:55:00,srv1,13.8,20.0,61.6,912,50,14,0
2025-02-23 18:00:00,srv2,14.6,20.0,57.2,1200,50,10,0
2025-02-23 18:05:00,srv1,10.0,20.3,61.7,721,50,2,0
2025-02-23 18:10:00,srv1,16.7,21.4,61.7,418,50,6,0
2025-02-23 18:15:00,srv3,10.0,24.3,41.6,561,50,9,0
2025-02-23 18:20:00,srv2,10.0,20.0,57.2,975,50,2,0
2025-02-23 18:25:00,srv3,10.0,20.0,41.6,361,50,8,0
2025-02-23 18:30:00,srv1,10.2,20.0,61.7,614,50,12,0
2025-02-23 18:35:00,srv2,11.7,24.8,57.2,661,50,1,0
2025-02-23 18:40:00,srv1,10.3,21.9,61.8,800,50,9,0
2025-02-23 18:45:00,srv3,10.0,20.0,41.6,484,50,1,1
2025-02-23 18:50:00,srv2,12.9,20.0,57.2,342,50,15,0
2025-02-23 18:55:00,srv1,14.5,20.0,61.8,438,50,2,0
2025-02-23 19:00:00,srv3,11.2,25.6,41.6,614,50,7,0
2025-02-23 19:05:00,srv2,12.3,20.0,57.3,100,50,17,0
2025-02-23 19:10:00,srv3,10.0,20.0,41.7,100,50,9,0
2025-02-23 19:15:00,srv2,15.1,20.0,57.3,650,50,11,0
2025-02-23 19:20:00,srv3,14.8,20.0,41.7,1086,50,7,0
2025-02-23 19:25:00,srv1,10.0,20.0,61.8,650,50,2,0
2025-02-23 19:30:00,srv2,10.0,31.6,57.3,628,50,1,0
2025-02-23 19:35:00,srv2,11.5,20.0,57.4,818,50,14,0
2025-02-23 19:40:00,srv1,10.0,20.0,61.8,602,50,16,0
2025-02-23 19:45:00,srv2,10.0,20.0,57.4,1261,50,9,0
2025-02-23 19:50:00,srv1,10.0,20.0,61.9,100,50,10,0
2025-02-23 19:55:00,srv1,19.4,20.0,61.9,862,50,17,0
2025-02-23 20:00:00,srv3,10.0,22.6,41.7,727,50,15,0
2025-02-23 20:05:00,srv2,16.2,20.8,57.5,995,50,5,0
2025-02-23 20:10:00,srv1,15.2,20.0,61.9,937,50,1,0
2025-02-23 20:15:00,srv1,10.0,21.7,61.9,366,50,11,1
2025-02-23 20:20:00,srv3,11.1,20.0,41.8,820,50,2,0
2025-02-23 20:25:00,srv1,10.0,20.0,61.9,308,50,1,0
2025-02-23 20:30:00,srv1,10.0,20.0,62.0,128,50,1,0
2025-02-23 20:35:00,srv1,13.7,20.0,62.0,797,50,5,0
2025-02-23 20:40:00,srv3,10.0,20.0,41.8,518,50,11,0
2025-02-23 20:45:00,srv3,12.4,20.0,41.8,100,50,6,0
2025-02-23 20:50:00,srv2,16.8,20.6,57.5,1018,50,2,0
2025-02-23 20:55:00,srv1,13.7,20.0,62.0,371,50,9,0
2025-02-23 21:00:00,srv1,11.7,20.0,62.0,309,50,7,0
2025-02-23 21:05:00,srv2,15.2,24.1,57.5,522,50,8,0
2025-02-23 21:10:00,srv1,15.5,20.0,62.0,323,50,8,0
2025-02-23 21:15:00,srv1,10.0,20.0,62.0,371,50,11,0
2025-02-23 21:20:00,srv2,10.0,20.0,57.5,418,50,5,0
2025-02-23 21:25:00,srv3,10.0,31.8,41.8,100,50,1,0
2025-02-23 21:30:00,srv1,11.8,20.0,62.0,612,50,1,0
2025-02-23 21:35:00,srv1,15.2,20.0,62.1,535,50,22,0
2025-02-23 21:40:00,srv3,10.0,20.0,41.8,524,50,1,0
2025-02-23 21:45:00,srv2,10.0,20.0,57.5,447,50,1,0
2025-02-23 21:50:00,srv1,10.0,26.8,62.1,428,50,7,0
2025-02-23 21:55:00,srv1,11.0,20.0,62.1,504,50,11,0
2025-02-23 22:00:00,srv3,10.0,20.0,41.9,100,50,11,0
2025-02-23 22:05:00,srv1,10.0,20.1,62.1,497,50,8,0
2025-02-23 22:10:00,srv1,10.0,20.0,62.2,644,50,5,0
2025-02-23 22:15:00,srv2,10.0,23.3,57.6,771,50,12,0
2025-02-23 22:20:00,srv2,17.2,20.0,57.6,641,50,2,1
2025-02-23 22:25:00,srv1,10.0,20.0,62.2,1021,50,1,0
2025-02-23 22:30:00,srv3,10.0,20.0,41.9,518,50,14,0
2025-02-23 22:35:00,srv3,10.0,25.7,41.9,516,50,9,0
2025-02-23 22:40:00,srv1,10.0,20.0,62.2,766,50,9,0
2025-02-23 22:45:00,srv1,13.2,20.0,62.2,467,50,10,0
2025-02-23 22:50:00,srv3,10.0,20.0,42.0,501,50,11,0
2025-02-23 22:55:00,srv1,10.0,34.9,62.3,529,50,8,0
2025-02-23 23:00:00,srv3,10.0,20.0,42.0,786,50,2,0
2025-02-23 23:05:00,srv1,19.1,23.5,62.3,301,50,7,0
2025-02-23 23:10:00,srv3,19.0,20.0,42.0,590,50,8,0
2025-02-23 23:15:00,srv3,10.0,20.0,42.0,408,50,11,0
2025-02-23 23:20:00,srv3,10.0,20.0,42.0,693,50,5,0
2025-02-23 23:25:00,srv1,10.0,20.0,62.3,879,50,4,0
2025-02-23 23:30:00,srv1,10.0,20.0,62.4,1074,50,1,0
2025-02-23 23:35:00,srv2,15.4,25.9,57.6,779,50,5,0
2025-02-23 23:40:00,srv1,10.0,20.0,62.4,627,50,4,0
2025-02-23 23:45:00,srv1,10.0,20.0,62.4,1042,50,1,0
2025-02-23 23:50:00,srv3,10.0,20.0,42.1,242,50,7,0
2025-02-23 23:55:00,srv1,11.9,22.7,62.4,373,50,1,0
2025-02-24 00:00:00,srv3,10.0,22.9,42.1,566,50,1,0
2025-02-24 00:05:00,srv1,10.7,20.0,62.5,667,50,10,0
2025-02-24 00:10:00,srv1,10.0,20.0,62.5,749,50,4,0
2025-02-24 00:15:00,srv3,15.7,37.7,42.1,343,50,7,0
2025-02-24 00:20:00,srv3,10.0,33.3,42.1,241,50,5,0
2025-02-24 00:25:00,srv1,10.0,20.0,62.5,716,50,8,2
2025-02-24 00:30:00,srv1,10.0,20.0,62.6,578,50,10,0
2025-02-24 00:35:00,srv2,19.2,20.4,57.6,268,50,1,0
2025-02-24 00:40:00,srv1,15.0,20.0,62.6,408,50,10,0
2025-02-24 00:45:00,srv2,11.5,21.2,57.7,1088,50,4,0
2025-02-24 00:50:00,srv2,14.1,20.0,57.7,732,50,8,0
2025-02-24 00:55:00,srv1,15.9,20.0,62.6,462,50,11,0
2025-02-24 01:00:00,srv3,14.1,20.0,42.1,1113,50,9,0
2025-02-24 01:05:00,srv1,10.0,34.9,62.6,640,50,7,0
2025-02-24 01:10:00,srv3,10.0,20.0,42.2,557,50,10,0
2025-02-24 01:15:00,srv3,10.0,26.5,42.2,663,50,7,0
2025-02-24 01:20:00,srv1,16.3,20.0,62.7,127,50,8,0
2025-02-24 01:25:00,srv2,10.8,20.0,57.7,536,50,11,0
2025-02-24 01:30:00,srv1,14.8,20.0,62.7,193,50,16,0
2025-02-24 01:35:00,srv3,10.0,20.0,42.2,704,50,1,0
2025-02-24 01:40:00,srv3,16.4,21.2,42.2,477,50,1,0
2025-02-24 01:45:00,srv2,15.7,42.0,57.7,792,50,7,5
2025-02-24 01:50:00,srv1,13.6,20.0,62.7,864,50,13,0
2025-02-24 01:55:00,srv3,10.0,25.0,42.2,1136,50,1,0
2025-02-24 02:00:00,srv2,11.6,20.0,57.8,213,50,8,0
2025-02-24 02:05:00,srv2,17.2,20.0,57.8,460,50,12,0
2025-02-24 02:10:00,srv3,10.0,20.0,42.2,138,50,4,0
2025-02-24 02:15:00,srv3,10.7,20.0,42.3,832,50,3,0
2025-02-24 02:20:00,srv1,11.1,24.1,62.7,765,50,7,0
2025-02-24 02:25:00,srv3,10.0,20.0,42.3,404,50,16,0
2025-02-24 02:30:00,srv2,15.2,20.0,57.8,1035,50,5,0
2025-02-24 02:35:00,srv1,11.8,23.2,62.7,955,50,13,0
2025-02-24 02:40:00,srv3,20.3,20.0,42.3,436,50,8,0
2025-02-24 02:45:00,srv2,11.9,20.0,57.8,605,50,4,0
2025-02-24 02:50:00,srv3,11.8,34.2,42.3,100,50,3,0
2025-02-24 02:55:00,srv2,11.5,23.5,57.9,1002,50,2,0
2025-02-24 03:00:00,srv3,10.0,20.0,42.4,528,50,9,0
2025-02-24 03:05:00,srv3,10.0,24.9,42.4,432,50,10,0
2025-02-24 03:10:00,srv1,10.0,20.0,62.8,220,50,17,0
2025-02-24 03:15:00,srv1,10.0,20.2,62.8,404,50,15,0
2025-02-24 03:20:00,srv3,10.0,34.1,42.5,604,50,9,0
2025-02-24 03:25:00,srv3,10.8,21.2,42.5,679,50,7,0
2025-02-24 03:30:00,srv3,10.9,20.0,42.5,454,50,9,0
2025-02-24 03:35:00,srv2,17.3,20.0,57.9,682,50,4,0
2025-02-24 03:40:00,srv2,13.8,20.0,57.9,280,50,12,0
2025-02-24 03:45:00,srv2,14.8,20.0,58.0,537,50,10,0
2025-02-24 03:50:00,srv1,10.0,20.0,62.8,1159,50,1,0
2025-02-24 03:55:00,srv3,10.0,30.3,42.6,367,50,12,0
2025-02-24 04:00:00,srv3,10.0,20.0,42.6,517,50,9,0
2025-02-24 04:05:00,srv3,10.0,20.0,42.6,721,50,1,0
2025-02-24 04:10:00,srv3,11.7,20.0,42.6,558,50,3,0
2025-02-24 04:15:00,srv1,16.3,24.1,62.8,100,50,9,0
2025-02-24 04:20:00,srv3,10.0,20.0,42.7,279,50,15,0
2025-02-24 04:25:00,srv2,11.2,37.9,58.0,1380,50,2,0
2025-02-24 04:30:00,srv2,10.0,25.2,58.0,523,50,1,0
2025-02-24 04:35:00,srv1,18.4,20.0,62.8,643,50,13,0
2025-02-24 04:40:00,srv2,11.5,20.0,58.0,534,50,9,0
2025-02-24 04:45:00,srv3,10.0,20.0,42.7,581,50,5,0
2025-02-24 04:50:00,srv3,10.0,20.0,42.7,592,50,7,0
2025-02-24 04:55:00,srv1,10.0,26.3,62.9,885,50,8,0
2025-02-24 05:00:00,srv2,10.0,20.0,58.1,687,50,12,0
2025-02-24 05:05:00,srv3,12.2,20.0,42.7,100,50,4,0
2025-02-24 05:10:00,srv2,10.0,30.8,58.1,821,50,10,0
2025-02-24 05:15:00,srv2,11.7,20.0,58.1,490,50,3,0
2025-02-24 05:20:00,srv2,14.0,20.0,58.2,610,50,6,0
2025-02-24 05:25:00,srv3,10.0,25.5,42.7,445,50,10,0
2025-02-24 05:30:00,srv2,17.4,22.6,58.2,752,50,12,0
2025-02-24 05:35:00,srv1,10.0,20.0,62.9,744,50,12,0
2025-02-24 05:40:00,srv2,10.0,20.0,58.2,598,50,10,0
2025-02-24 05:45:00,srv3,11.4,21.7,42.8,1111,50,1,0
2025-02-24 05:50:00,srv2,10.0,26.7,58.3,517,50,6,0
2025-02-24 05:55:00,srv3,10.0,21.1,42.8,305,50,15,0
2025-02-24 06:00:00,srv1,20.6,41.8,62.9,1284,50,18,0
2025-02-24 06:05:00,srv3,17.7,34.2,42.8,819,50,11,0
2025-02-24 06:10:00,srv2,10.0,39.9,58.3,1289,50,7,0
2025-02-24 06:15:00,srv1,16.1,36.9,62.9,1333,50,5,0
2025-02-24 06:20:00,srv3,17.0,20.0,42.8,479,50,5,0
2025-02-24 06:25:00,srv2,19.0,35.1,58.3,1357,50,10,0
2025-02-24 06:30:00,srv1,12.1,29.8,63.0,1245,50,12,0
2025-02-24 06:35:00,srv3,13.8,30.4,42.8,723,50,10,0
2025-02-24 06:40:00,srv2,25.9,24.6,58.4,857,50,12,0
2025-02-24 06:45:00,srv2,17.8,25.9,58.4,1019,50,6,0
2025-02-24 06:50:00,srv3,29.7,20.0,42.9,813,50,16,0
2025-02-24 06:55:00,srv1,12.1,25.1,63.0,941,50,12,0
2025-02-24 07:00:00,srv3,10.0,34.0,42.9,641,50,10,0
2025-02-24 07:05:00,srv2,17.6,27.7,58.4,733,50,15,0
